Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8998998,170.2427692,171.1281858,194.212629,226.2270418,217.60239,233.614639,238.3106974,271.8532878,277.9720144,285.2733698,297.2798585,331.6692963,429.4134483,501.5534975,607.2355699,694.3831437,891.6347292,1074.861862,1189.56979,1266.624192,1004.634133,863.3336296,747.7569179,717.8973662,703.5200826,888.5274599,942.9304787,924.3265787,848.2898393,905.3217159,848.75291,870.4811773,832.2827452,605.2635873,774.6712121,827.7620057,774.7276313,809.0126883,771.968406,651.3059068,664.1276599,716.5302619,869.7125786,921.2012511,930.8297425,949.1318153,1061.154064,1235.613488,1210.29545,1211.930285,1207.001398,1243.344509,1415.469277,1559.386652,1426.457845,1481.652305,1557.182948,1715.531238
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,119.5191788,124.4267299,129.5441392,131.136413,138.6460281,141.012175,144.3800013,154.3314989,169.8124533,181.2807672,177.9209519,184.4623951,208.3754538,249.3641074,311.2194943,369.4472009,401.4130294,426.7946823,543.0211833,694.6862849,781.8627923,859.1231094,798.8503937,780.6122171,799.5476484,809.093493,1021.709294,1146.43538,1128.019028,974.9912797,946.6464131,1024.424135,911.7414218,1204.762973,801.1617038,709.1148297,752.5250994,755.2397068,720.7969746,740.9965643,649.9918454,651.1009075,707.8875674,865.9581375,1009.94312,1011.880073,1062.137433,1194.06985,1371.746708,1314.706015,1285.261726,1403.255638,1354.623087,1465.222327,1540.568182,1326.969277,1363.403851,1421.587492,1526.875713
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3140621,197.3913718,235.6334803,377.4298327,170.4669949,232.8111144,253.7592514,184.1303891,206.7149074,258.6065033,243.7497444,272.0653633,292.297084,362.8436478,430.7019839,446.9756574,409.5243296,509.0667073,615.978957,587.151722,546.1124374,463.671292,492.5325268,387.5077591,269.8426316,240.7880418,263.8313691,243.0047394,273.1278446,269.592892,270.1305434,268.0564628,220.3718557,275.8219735,144.5950827,135.7371468,134.9819243,138.9740464,138.5863064,102.5979776,405.216253,153.5910092,175.0099651,173.7961353,194.0399624,218.3861908,255.4330838,286.3304921,327.5637218,298.6196821,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375,561.7771824
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3704635,145.4063969,155.7382359,157.0558661,165.0094591,171.6456959,185.8917853,194.6612933,200.3951777,205.5335512,207.2227057,235.8358995,291.9750014,374.1264116,392.3210842,499.2032553,476.8513829,469.6905251,523.910455,694.1764248,959.4264183,1088.974915,1146.304432,1080.822415,1098.441091,1051.871644,875.4508413,1058.228447,991.5173724,1042.049735,1187.551284,1124.901114,1178.023799,749.6348578,672.1631948,781.5235685,912.0139881,810.077492,660.4723724,774.7116899,1029.577037,868.3399509,912.2781532,1026.107674,1324.219142,1680.204588,2064.344523,2165.745759,2956.264407,2314.266025,2809.694957,3282.393455,3032.667329,3047.064589,2992.931349,1761.32357,1814.063418,1702.571349,2147.769461
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,251.0413665,274.0523634,289.9179627,274.314942,328.6550683,307.6468107,281.5659609,293.6442345,292.2575678,307.9951661,335.118188,355.4075658,385.1125893,448.0337199,525.5258191,544.2907935,623.4286904,773.7457848,904.0105529,1061.848426,1241.639679,1323.37614,1386.673216,1348.804294,1304.176821,1165.042141,1142.939401,1165.982546,1232.226231,1218.210935,1445.328368,1456.693969,1697.112887,1893.54205,2284.838749,2539.912877,2620.538762,2827.379752,2566.02406,2209.93148,2520.480898,2439.681789,2396.627303,2281.401927,2782.623053,3404.190199,3731.168489,4703.213157,5461.780726,5195.393376,6326.549469,7324.383286,8042.529769,8212.667829,8114.084264,6175.87603,5871.223524,6375.932063,6651.291293
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,689.4029686,618.2186976,562.8115825,570.1405502,534.6320911,553.6324027,763.3357853,896.1165171,918.902129,854.4780299,1043.800803,1000.558651,1047.979551,1008.029494,690.4717309,838.171684,810.5442344,726.0552078,718.1170893,723.1850928,645.8186908,680.3185414,744.4751724,935.611518,1059.176884,1068.600321,1113.957757,1238.461514,1387.594626,1339.337191,1315.214806,1446.068018,1403.428519,1504.920859,1511.816083,1271.057042,1287.420965,1312.366174,1445.450809
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,501.13926,483.1285991,477.9230141,461.2338519,431.2431894,441.8924506,602.1527908,732.5678355,811.3933564,807.5648308,908.0961896,923.7416128,1003.946473,1339.744217,1080.162304,1261.116157,1269.120577,1213.599841,1265.194783,1408.999608,1259.323656,1292.202785,1401.903733,1809.089925,2024.275248,2099.157484,2361.385134,3186.826892,3721.250949,3517.401245,3378.25486,3738.201166,3467.472684,3615.979041,3588.674054,3043.013984,3130.963385,3295.341106,3654.007345
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3651146,355.0037769,334.3118143,344.3551201,352.3371137,372.278942,393.47901,412.237536,442.7785953,474.7947758,533.0915649,568.095548,636.9053799,767.3302096,816.0372621,936.3359286,1122.809722,1393.002411,1555.537664,1734.614988,2021.545396,1068.5046,1032.998642,1213.55412,1373.937714,1432.084911,1572.456703,1571.295033,1558.507448,1727.872098,1831.001912,2238.853644,2595.022523,2828.130172,3016.224348,3247.316987,3198.548672,3375.166341,3579.865884,3653.552719,3772.870012,3944.737613,4024.6519,4129.632791,4385.390719,4654.824822,5201.514095,6071.789243,6859.079202,6760.478026,8141.913599,9121.931798,9913.210708,10490.08065,10547.15185,11299.13618,11666.45661,11752.5436,12026.54753
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,447.1016073,475.6718738,493.4611344,515.4108375,546.5376611,579.448366,619.8317557,656.6588609,644.2624764,693.2478082,753.197417,809.0420582,923.1407356,998.2754097,1282.172279,1481.340858,1507.975047,1732.268688,1757.72364,1998.033174,2431.040871,2650.46922,2910.904778,2912.071326,2739.918463,2681.314984,2420.535825,2583.014614,2722.134904,2768.473257,2989.002302,2932.364021,2861.735287,3064.430744,3196.520313,3502.2375,3793.964028,4412.229539,4680.97443,4927.329141,5247.245458,5369.77712,5595.471015,5938.819011,6453.992364,7249.137311,8038.465554,8913.062335,10046.08051,8400.749567,9075.706457,9743.619786,10007.37115,10090.02734,10149.19712,9916.666674,9242.035178,9442.912794,9910.397885
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.4265032,779.7241411,901.3673042,1088.127565,1223.691087,1379.081695,1443.302131,1472.729582,1835.111536,2000.279985,2021.724225,2035.607642,2107.931793,2224.653263,2396.35414,2269.824994,2378.909555,2451.133476,2640.920454,2572.69047,2703.168039,2278.20868,2057.103404,2073.094865,2624.756793,2794.737268,2286.927382,2308.146191,2331.465653,2558.904797,2747.098575,2837.738018,2999.245244,3197.133754,3395.71205,3786.664793,4683.566155,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47014.32449,83322.78429,,,,,,,,,,,56334.21399,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.42646,15139.22803,14234.24948,15092.82959,15287.91756,14388.3467,14821.44552,16093.21868,20252.24214,23792.61793,24959.26591,26729.32675,31244.92801,35391.04006,32105.86748,30818.47993,32233.64339,28984.94455,27942.30127,27407.15286,23217.48415,24019.13787,25760.7627,28159.3017
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18463.38658,20379.89604,22973.10585
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2750.719742,3180.055927,3795.566081,5027.660309,5617.741721,6212.763127,6609.753392,7653.884711,9446.166785,11238.34067,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41785.55691,46810.32796,44065.24891,46530.91143,48142.8272,41394.65816,42443.46507,44681.08258,48195.5799
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.500315,760.6350212,755.7616936,765.856135,768.1760767,780.9082226,791.3894782,818.8666298,863.2316123,904.7297489,967.6686229,1052.725652,1223.856861,1267.312801,1343.26873,1451.54298,1559.240651,1499.767022,1619.05148,1787.4775,1898.87599,1953.903502,2050.204732
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,624.6316368,769.078342,734.0105248,966.6815377,1090.273289,1193.653276,1324.667259,1478.071668,1632.381155,1863.454683,2113.927152,2402.906753,2617.779831,2860.43156,3122.789982,3317.90456,3466.386082,3721.347165,3861.179613,4120.418405,4291.692307,4593.714495,4750.612157,4787.780171,4883.723663,4771.040927,4897.44175,5217.230416,5160.224314,5518.399108,5952.056669,6469.145738,6902.85717,6967.245314,7065.053067,6848.418067,7068.535745,7364.996522,7597.750446,8070.290917,6951.303542,7031.709754
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3464.456995,3845.496159,4654.305336,6119.372658,6770.73393,7999.111532,8787.580917,9783.840858,11826.00355,13752.00641,13883.89965,12081.78954,11804.43319,11857.90212,11562.91349,12253.09555,17201.08283,21340.71406,22527.0471,21901.05752,26891.44164,27011.38589,29569.65453,27597.97148,29995.56522,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46511.60457,48799.82037,52026.99311,58487.04501,64322.06664,58163.29359,58041.41122,61753.66007,58507.50021,61191.19263,62548.98502,53254.85059,54467.10143,57218.85196,60595.57803
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1147475,192.0277253,234.0516294,258.595853,272.9741462,229.0236773,245.9875454,250.9766942,254.0518576,281.3777977,330.1316526,360.15223,417.9197003,480.052968,583.4841886,699.6023237,748.9901948,848.2847896,854.6480877,969.4987321,1164.952626,1273.823436,1362.510445,1487.274869,1831.085303,780.3858658,928.0329521,865.8313685,783.035059,955.5158728,991.6144241,1338.896045,1532.903224,1733.400455,1908.484754,2122.797666,2293.755247,2476.11344,2638.34948,2653.344012,2869.105861,2977.148428,3136.155187,2445.435893,2528.577199,3970.32284,4134.683785,4729.664373,5105.580925,5051.465369,5568.046676,5891.159025,6107.977431,6236.104369,6499.149883,6691.71692,6957.564507,7222.554044,7650.072753
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3087625,214.7762735,172.2459978,226.8999888,238.048532,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.346331,1765.022577,1740.606649,1781.826864,2103.381467,2609.952692,3113.094651,3478.710436,3950.513605,4923.630818,3883.271127,4480.785777,5455.84231,5592.22191,5499.587764,5493.056772,4177.888966,3948.811897,4048.285258,4278.85006
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.68191031,78.76002011,71.22208224,75.19718491,85.09108881,96.875557,103.153153,97.37739389,95.73012919,104.6067993,113.4663164,118.7540169,131.4016174,161.5905227,178.3778161,196.6876844,196.1679192,223.0879434,212.6026653,242.422154,275.4906182,289.4462871,298.6602144,308.1758817,329.3083958,355.1571393,348.2581543,337.9996549,368.423993,391.6013477,413.0337711,441.5304513,487.9258418,528.6108341,627.6765892,765.0431326,868.0972167,888.5444687,805.2130589,876.457352,955.2500408,1006.931392,1104.698564,1239.97527,1426.460066,1639.370561,1959.407618,2458.850426,3089.503619,3325.112351,4002.599653,4855.832973,5375.715573,5887.596083,6282.875322,6487.756902,6554.791243,7081.776379,7820.71228
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8278172,152.9209332,154.3199283,159.7632649,179.0668481,189.6041646,182.4314678,187.117049,197.7690126,215.4971885,223.6926865,235.6106298,252.7223228,315.34427,431.375564,451.4017449,480.5562695,524.3145501,566.9904959,673.0588946,815.6275852,889.4361073,826.8944639,811.7359568,790.2338836,790.0911751,779.2027705,766.1450581,799.0346202,796.8543904,896.4633401,929.3778737,998.5448437,1071.372956,1100.889762,1108.406142,1183.737507,1241.775143,1204.232664,1251.027916,1332.573106,1296.601681,1237.701383,1353.888754,1547.118009,1774.520024,2001.416401,2335.955204,2590.752842,2456.733986,2938.879732,3246.211837,3354.503243,3367.696207,3439.546743,3291.528607,3321.457299,3545.022221,3581.455982
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2290324,147.1543684,148.5052075,161.7790352,181.6167865,197.5730867,215.2265768,227.6114835,244.7958132,274.5997815,315.6658093,341.9551518,414.5085338,534.4491043,602.2373048,647.0016494,699.5491293,821.0997269,1020.766382,1091.642575,1162.515619,1262.429234,1217.140791,1275.006353,1345.584942,1398.895784,1800.038129,2079.669552,2462.089214,2524.161603,2597.054608,2890.932576,3117.637447,3443.754239,3803.964672,4270.978909,4067.039723,3848.168112,3413.634057,3773.842888,4044.318591,3728.423093,3756.306539,4097.225585,4560.565762,4830.346116,5085.666323,5648.005295,6476.841334,6626.676146,7673.741646,8836.854594,9392.895426,9433.150535,9647.929555,9526.576304,9766.122869,10332.83226,11132.22966
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.68722,2292.668832,2420.041816,2325.019614,2129.833645,2085.912802,1808.338211,1943.184085,1956.149908,2030.987514,1903.274762,1598.22897,1779.102222,1768.179651,2025.153905,2551.688083,3377.850505,4280.504347,5248.102405,6785.17075,8381.804782,6561.730129,7773.169715,9555.609269,10063.02679,10633.84328,9885.828581,7517.912478,7161.513553,7979.76034,8125.769061
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,651.6442725,685.6645143,740.9670969,807.5842539,884.1586888,951.6477372,1023.95962,1091.616636,1128.626969,1228.65254,1374.16952,1540.81778,1832.407804,2313.090388,2595.545485,3008.24441,3105.351869,3488.946482,4248.602358,5148.275899,5780.585795,5110.722397,4895.585773,4722.305587,4512.13709,4641.903522,6296.951199,7733.720975,8556.71604,8620.405298,10490.29498,10768.91979,11501.53737,10534.51752,10994.26149,12670.84267,12910.69746,12230.2848,12520.05936,12360.86012,11627.67862,11731.70459,12813.14534,15562.52772,18085.40905,19206.50034,20726.81185,24140.43877,26399.39016,23128.7249,23572.55878,26053.54178,25011.12438,26014.4141,26250.30265,22499.58775,22330.66314,23512.09436,25069.77255
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,455.4615868,375.2216257,315.6882445,368.6299561,440.5597153,455.1980788,449.9202903,459.2788814,450.9997878,527.9004426,471.6307195,440.8573691,495.535764,588.3367983,970.0114387,1105.420081,1264.912873,1493.331358,1572.40136,1821.047648,2238.214842,2660.611503,2369.950375,1988.787323,1912.431487,1891.560601,1648.015802,1464.493244,1337.889484,1390.213114,1489.529509,1622.208243,1688.505067,1727.754058,2026.112715,2132.906969,2155.517229,2356.370843,2293.889735,1578.933536,1445.279324,1894.615169,2172.101877,2425.851842,2691.278081,3002.136867,3328.882972,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.09153,6124.491643,6060.093329,6213.501276,6344.871979
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,162.608483,168.9632242,174.8625879,180.4108756,193.5859804,233.0137163,243.8067877,257.5887293,273.6985848,244.747202,301.7493585,337.7743775,357.0779478,358.8477275,426.3464634,500.3550452,498.5591159,607.2815094,662.68726,708.1957624,792.8239454,815.2487916,778.1168274,655.0677687,725.6297363,765.6420464,651.0775817,713.4525239,777.8577091,849.4524991,965.11073,1063.333095,1208.719901,1281.39672,1343.551963,1450.476242,1391.707846,1228.937975,1138.664673,1063.003663,1187.51969,1398.190624,1667.843721,2044.527855,2329.23948,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173,2549.139458
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,925.5510732,1009.584356,1110.048845,1233.674747,1359.618684,1470.320466,1590.060328,1714.974623,1826.253065,2003.985347,2233.23038,2517.233449,3020.578037,3896.480065,4393.846531,5068.782457,5266.306597,5966.268136,7276.410953,8778.023044,9789.124757,8475.077784,8182.774773,7966.542163,7628.672832,7822.569658,10950.95651,13507.09025,14805.54038,15058.76391,18864.67969,19504.12228,21412.78097,19535.40494,20577.26755,23701.83783,23926.19047,21824.14718,22381.31333,22221.93513,20181.62388,20438.36776,22133.45754,27159.27925,30978.2419,31985.37011,33802.30781,38724.62304,42255.31054,38511.18667,37635.92811,40639.33354,37635.49041,39143.06707,39885.06143,34411.25474,35180.74958,37034.08537,39995.97431
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3317226,208.9999467,239.668735,262.2311296,315.7511137,312.726247,337.8876643,307.9108725,308.1337836,316.82382,293.9557909,334.5854429,407.7699765,388.5951226,415.0365994,439.8326905,450.6328403,595.1099872,667.7441778,811.3760286,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1358.465747,1704.167361,2241.448847,2742.455585,3201.119201,3270.405729,3617.737759,4344.606706,5754.542183,6191.714945,5356.577832,5145.694384,4466.336264,4477.793724,4686.891069,6495.811997,8217.234257,9676.769252,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35579.30993,32334.00548,30736.62785,31835.2888,28563.85904,29211.77375,29623.16445,25817.38661,26622.29914,28208.26105,30523.85924
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607.790708,2737.13358,3044.383709,3352.733741,3619.945496,4052.292271,4119.347394,4070.032827,4498.957027,5308.347781,7174.237415,8850.465115,10338.31322,12595.41065,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19072.23852,20247.1993,17412.44867,18228.05825,20200.37559,22927.74442
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,203.5570173,208.3423801,224.6274297,205.6237824,233.2187248,234.6821931,242.9615852,243.7358686,248.0227939,254.2432569,271.3944118,204.0502053,165.693197,125.5495699,134.3429555,145.1669037,141.5086199,125.0761411,119.684067,124.4608003,120.765782,111.9272235,119.490391,136.4662556,162.4327265,194.6874305,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,639.3043597,716.8800387,768.0104163,772.3122278
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,877.1441082,946.8966897,1025.342167,1119.563085,1229.950767,1328.36624,1428.929683,1524.255084,1573.583697,1717.164222,1935.653048,2178.162635,2591.556876,3271.399894,3657.041909,4241.148479,4372.310914,4930.709923,6018.249297,7320.414922,8320.476483,7334.617597,7039.369908,6807.230301,6521.385922,6723.556915,9194.264745,11343.63995,12613.6671,12836.31377,15864.94075,16403.98249,17819.91601,16199.65607,17161.30495,19887.59694,20286.99481,19115.79806,19743.13884,19673.5439,18250.30931,18430.61564,20045.85749,24306.22928,27951.75374,29120.33001,30950.59855,35636.42061,38198.60294,34035.8239,33729.21161,36457.41238,34284.54308,35635.90833,36736.56623,32265.08171,32379.64746,33864.16606,36531.73083
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5998774,585.1764353,548.3392036,607.0075151,686.8515142,813.8781398,939.8486725,1128.064259,1424.770975,1296.213698,1510.916231,1611.6917,1812.548337,1843.283023,1820.538201,1604.237236,1505.74078,1645.144457,1615.160292
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2467.476347,2718.207552,3180.005873,4176.272761,5301.542778,6260.191279,6744.696982,7074.35653,7634.482408,9339.177076,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,42494.65662,43493.41934,45804.65421,49960.24705
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.4735606,287.263529,291.4788635,296.7151172,310.8095171,317.0148589,316.1264925,333.2627415,334.6152586,357.4271885,422.3867324,466.0139527,583.3176916,768.6954502,987.9289918,1186.676079,1182.102182,1202.637385,1360.785401,1640.554272,1892.891719,1898.402411,1786.699354,1638.383941,1681.69308,1603.329879,1795.377953,1631.942276,1535.386452,1632.205866,1835.128096,1881.754118,2057.578033,2166.233478,2384.095744,2540.99071,2714.564932,2641.477866,2070.574624,2408.735921,2076.568784,2039.625697,2260.258398,2837.892246,3334.931667,3659.579329,3747.860716,4072.10157,4167.670285,3362.816555,3652.527437,4371.45751,4591.555784,4840.693716,5605.570356,5390.745258,5647.347365,6006.360622,6202.162267
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1343.827372,1446.781454,1593.027412,1760.941045,1927.797001,2050.674736,2197.43476,2352.81677,2537.29006,2729.256911,2857.252176,3169.034992,3854.556784,4969.763912,5328.241747,6690.57827,6866.818286,7532.527928,9264.777834,11179.63127,12713.36125,11104.97773,10496.92987,9993.422074,9419.697648,9763.32861,13540.24708,16302.4414,17679.997,17694.30535,21793.84265,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43399,45334.11444,41575.41875,40638.334,43790.73205,40874.70351,42592.93409,43008.64738,36613.37522,36962.22229,38679.12715,41463.64402
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24034.24681,24125.25588,22653.31605,24419.74244,26732.79047,31497.96692,35467.17547,36205.37054,41522.54386,47885.69888,50866.0811,47447.87004,48530.23385,52083.88914,49459.71723,54853.6256,59440.03076,52404.65933,55822.91472,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.864701,,,1276.491667,1296.969293,1355.655813,1437.426242,1528.540721,1682.697175,1756.600815,1909.252755,1909.836839,2065.522789,2020.344162,1907.266777,2029.851767,2047.304256,2171.526601,2239.854254,2256.782211,2294.435038,2251.78898,2357.031537,2404.573365,2456.322048,2538.738495,2718.7832,2881.376141,3001.470275,3120.669627,2983.597983,2959.620647,2894.345011,2993.200563,3018.396899,3058.431818
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,282.4137951,331.431868,357.5223632,298.4664095,410.9009521,424.6172585,452.6686608,490.0988528,520.4776613,550.726052,549.4566148,635.4958568,703.7854219,1160.310636,2432.824681,3332.004609,4550.046675,4154.274755,3452.620545,4275.257364,5892.15607,5186.370179,4736.046293,4325.270268,4423.531498,4038.063662,4004.054116,3755.488008,4267.819344,4532.165859,6268.95102,5537.009721,5578.005173,4252.028186,3963.868049,4570.592367,5116.146059,4667.168585,3831.780668,3888.898927,4125.716664,3989.556606,4121.958645,4922.376526,5729.296958,6888.627147,7214.914544,8447.078591,10212.81943,7690.052235,8840.730664,10795.50058,9814.038992,9680.824339,9650.574376,7381.746749,6979.709196,7212.535744,8029.822384
